3,5
5,7
1,3
7,9
9,1
1,3
9,1
1,3
1,3
7,9
7,9
9,1
9,1
1,3
7,9
7,9
9,1
9,1
1,3
1,3
7,9
9,1
1,3
1,3
1,3
9,1
9,1
7,9
1,3
9,1
9,1
1,3
7,9
7,9
1,3
9,1
1,3
9,1
1,3
1,3
1,3
9,1
7,9
9,1
1,3
9,1
7,9
1,3
1,3
7,9
7,9
9,1
7,9
7,9
1,3
7,9
1,3
7,9
1,3
9,1
7,9
7,9
1,3
7,9
1,3
9,1
1,3
7,9
7,9
9,1
9,1
1,3
9,1
1,3
7,9
7,9
1,3
9,1
9,1
1,3
9,1
9,1
9,1
7,9
1,3
7,9
9,1
9,1
9,1
1,3
9,1
1,3
7,9
7,9
9,1
7,9
1,3
1,3
7,9
1,3
1,3
7,9
9,1
1,3
9,1
9,1
1,3
7,9
7,9
7,9
9,1
1,3
9,1
1,3
7,9
1,3
1,3
7,9
7,9
7,9
9,1
1,3
7,9
9,1
1,3
7,9
9,1
1,3
9,1
1,3
9,1
7,9
1,3
7,9
1,3
9,1
9,1
1,3
7,9
1,3
9,1
7,9
9,1
9,1
1,3
7,9
9,1
9,1
9,1
9,1
1,3
9,1
9,1
9,1
1,3
1,3
9,1
1,3
7,9
9,1
7,9
9,1
7,9
1,3
7,9
1,3
9,1
7,9
7,9
7,9
9,1
9,1
7,9
7,9
9,1
9,1
7,9
9,1
1,3
1,3
7,9
9,1
7,9
7,9
7,9
9,1
7,9
1,3
9,1
9,1
1,3
1,3
9,1
1,3
1,3
9,1
1,3
7,9
1,3
9,1
7,9
9,1
7,9
7,9
9,1
7,9
7,9
7,9
1,3
9,1
1,3
1,3
1,3
7,9
7,9
9,1
9,1
9,1
9,1
9,1
7,9
7,9
9,1
7,9
9,1
1,3
1,3
9,1
9,1
9,1
7,9
7,9
1,3
9,1
9,1
1,3
1,3
7,9
1,3
9,1
1,3
7,9
9,1
1,3
1,3
7,9
1,3
7,9
7,9
7,9
7,9
9,1
1,3
9,1
1,3
7,9
9,1
7,9
1,3
1,3
7,9
9,1
1,3
9,1
1,3
7,9
7,9
9,1
1,3
1,3
7,9
7,9
7,9
9,1
7,9
9,1
9,1
1,3
1,3
7,9
1,3
7,9
7,9
1,3
1,3
7,9
9,1
7,9
9,1
1,3
1,3
1,3
9,1
1,3
9,1
1,3
9,1
7,9
9,1
7,9
1,3
7,9
7,9
9,1
9,1
7,9
7,9
1,3
7,9
9,1
7,9
9,1
1,3
7,9
7,9
1,3
7,9
9,1
9,1
1,3
1,3
7,9
1,3
1,3
9,1
1,3
7,9
9,1
9,1
1,3
1,3
9,1
1,3
7,9
9,1
1,3
7,9
1,3
1,3
9,1
1,3
1,3
1,3
7,9
1,3
7,9
1,3
7,9
7,9
9,1
9,1
7,9
7,9
1,3
7,9
7,9
1,3
1,3
7,9
9,1
1,3
7,9
7,9
1,3
1,3
7,9
7,9
9,1
1,3
7,9
7,9
9,1
7,9
1,3
9,1
7,9
1,3
7,9
7,9
1,3
1,3
1,3
9,1
7,9
7,9
9,1
9,1
1,3
7,9
9,1
7,9
1,3
1,3
9,1
7,9
1,3
7,9
9,1
7,9
1,3
1,3
9,1
7,9
9,1
1,3
9,1
7,9
7,9
1,3
9,1
1,3
7,9
9,1
9,1
7,9
1,3
9,1
7,9
1,3
7,9
1,3
9,1
1,3
1,3
9,1
1,3
9,1
1,3
9,1
1,3
1,3
9,1
7,9
9,1
1,3
7,9
9,1
7,9
9,1
1,3
9,1
7,9
9,1
1,3
7,9
1,3
7,9
9,1
1,3
7,9
7,9
9,1
9,1
7,9
1,3
9,1
1,3
1,3
1,3
9,1
7,9
7,9
9,1
7,9
9,1
9,1
9,1
1,3
9,1
7,9
9,1
9,1
7,9
1,3
7,9
9,1
1,3
9,1
9,1
1,3
1,3
1,3
7,9
9,1
1,3
1,3
1,3
1,3
7,9
9,1
7,9
7,9
7,9
7,9
1,3
9,1
7,9
1,3
9,1
1,3
1,3
1,3
1,3
9,1
7,9
1,3
1,3
9,1
9,1
9,1
1,3
9,1
9,1
7,9
9,1
7,9
7,9
9,1
7,9
9,1
7,9
9,1
7,9
1,3
7,9
7,9
1,3
9,1
1,3
7,9
9,1
9,1
1,3
9,1
9,1
7,9
1,3
7,9
1,3
1,3
1,3
9,1
7,9
7,9
1,3
1,3
9,1
1,3
7,9
7,9
1,3
7,9
1,3
7,9
7,9
9,1
1,3
9,1
9,1
9,1
9,1
7,9
7,9
1,3
7,9
1,3
9,1
1,3
1,3
1,3
1,3
7,9
7,9
7,9
9,1
7,9
9,1
1,3
9,1
1,3
7,9
1,3
1,3
1,3
7,9
9,1
1,3
1,3
9,1
7,9
9,1
7,9
7,9
1,3
7,9
9,1
7,9
7,9
7,9
1,3
7,9
1,3
1,3
7,9
1,3
9,1
9,1
9,1
9,1
7,9
1,3
7,9
1,3
9,1
1,3
1,3
7,9
1,3
9,1
1,3
1,3
9,1
9,1
9,1
9,1
7,9
1,3
7,9
7,9
9,1
1,3
7,9
9,1
1,3
7,9
7,9
9,1
1,3
7,9
9,1
1,3
1,3
1,3
9,1
1,3
9,1
7,9
9,1
7,9
1,3
7,9
1,3
9,1
1,3
1,3
1,3
7,9
9,1
9,1
9,1
9,1
9,1
7,9
9,1
7,9
7,9
1,3
7,9
7,9
7,9
9,1
1,3
1,3
7,9
7,9
9,1
1,3
7,9
9,1
9,1
7,9
7,9
1,3
9,1
1,3
7,9
9,1
9,1
1,3
1,3
9,1
9,1
7,9
1,3
7,9
1,3
9,1
9,1
7,9
7,9
9,1
7,9
9,1
7,9
1,3
1,3
1,3
9,1
1,3
9,1
9,1
1,3
1,3
9,1
9,1
1,3
7,9
9,1
1,3
7,9
9,1
7,9
9,1
9,1
7,9
7,9
9,1
1,3
7,9
1,3
9,1
1,3
1,3
9,1
9,1
1,3
7,9
7,9
1,3
1,3
7,9
9,1
9,1
1,3
9,1
7,9
7,9
1,3
1,3
9,1
7,9
9,1
1,3
9,1
7,9
9,1
7,9
1,3
7,9
9,1
9,1
1,3
1,3
7,9
1,3
1,3
9,1
9,1
7,9
7,9
7,9
7,9
1,3
1,3
7,9
1,3
7,9
1,3
9,1
1,3
1,3
1,3
9,1
9,1
7,9
7,9
7,9
1,3
9,1
9,1
1,3
9,1
9,1
7,9
1,3
9,1
1,3
1,3
7,9
7,9
9,1
1,3
1,3
7,9
9,1
7,9
7,9
1,3
1,3
7,9
9,1
9,1
1,3
7,9
7,9
7,9
9,1
1,3
7,9
9,1
7,9
1,3
1,3
9,1
9,1
9,1
9,1
9,1
1,3
9,1
7,9
7,9
9,1
1,3
7,9
9,1
7,9
1,3
9,1
9,1
7,9
9,1
7,9
9,1
9,1
1,3
7,9
1,3
1,3
7,9
1,3
1,3
7,9
9,1
7,9
9,1
1,3
7,9
7,9
9,1
7,9
9,1
9,1
7,9
9,1
7,9
7,9
1,3
7,9
9,1
9,1
9,1
1,3
7,9
9,1
7,9
1,3
7,9
1,3
9,1
7,9
7,9
7,9
1,3
1,3
7,9
9,1
7,9
9,1
1,3
9,1
9,1
7,9
9,1
9,1
1,3
7,9
1,3
1,3
7,9
7,9
1,3
7,9
7,9
9,1
1,3
1,3
9,1
1,3
9,1
9,1
7,9
7,9
1,3
9,1
1,3
7,9
9,1
9,1
9,1
7,9
1,3
7,9
9,1
7,9
1,3
1,3
9,1
1,3
7,9
9,1
9,1
1,3
7,9
1,3
7,9
1,3
9,1
7,9
7,9
1,3
9,1
7,9
1,3
1,3
7,9
9,1
7,9
9,1
9,1
1,3
1,3
1,3
7,9
9,1
7,9
9,1
9,1
1,3
7,9
9,1
9,1
1,3
9,1
7,9
7,9
9,1
1,3
9,1
7,9
9,1
7,9
1,3
1,3
9,1
9,1
1,3
1,3
7,9
1,3
7,9
7,9
7,9
9,1
9,1
7,9
1,3
7,9
1,3
7,9
9,1
9,1
9,1
9,1
7,9
7,9
1,3
9,1
7,9
9,1
1,3
1,3
7,9
1,3
1,3
1,3
7,9
7,9
7,9
1,3
7,9
1,3
9,1
7,9
9,1
1,3
7,9
7,9
1,3
9,1
7,9
1,3
7,9
7,9
1,3
1,3
1,3
7,9
1,3
9,1
9,1
1,3
7,9
7,9
9,1
7,9
9,1
9,1
9,1
9,1
1,3
7,9
7,9
1,3
9,1
9,1
1,3
7,9
9,1
9,1
1,3
9,1
7,9
9,1
9,1
1,3
7,9
7,9
9,1
1,3
9,1
9,1
7,9
9,1
7,9
1,3
9,1
1,3
1,3
7,9
1,3
9,1
7,9
7,9
9,1
1,3
7,9
1,3
1,3
1,3
9,1
1,3
7,9
7,9
1,3
9,1
9,1
9,1
1,3
1,3
9,1
9,1
7,9
7,9
9,1
1,3
9,1
9,1
1,3
9,1
7,9
9,1
9,1
7,9
1,3
9,1
1,3
7,9
9,1
9,1
1,3
7,9
7,9
9,1
9,1
7,9
7,9
1,3
7,9
1,3
1,3
7,9
7,9
7,9
7,9
1,3
9,1
7,9
7,9
9,1
1,3
7,9
7,9
1,3
1,3
7,9
7,9
9,1
1,3
9,1
9,1
7,9
9,1
9,1
1,3
9,1
1,3
7,9
1,3
9,1
1,3
1,3
9,1
1,3
7,9
1,3
1,3
9,1
7,9
1,3
7,9
9,1
1,3
7,9
9,1
7,9
9,1
9,1
1,3
9,1
9,1
7,9
9,1
7,9
9,1
1,3
1,3
9,1
1,3
7,9
7,9
9,1
1,3
9,1
7,9
7,9
7,9
1,3
1,3
7,9
9,1
1,3
7,9
9,1
9,1
7,9
7,9
7,9
9,1
7,9
1,3
7,9
9,1
9,1
7,9
1,3
7,9
1,3
9,1
1,3
9,1
7,9
7,9
7,9
9,1
7,9
1,3
7,9
7,9
7,9
7,9
7,9
9,1
9,1
1,3
1,3
1,3
7,9
7,9
9,1
1,3
7,9
9,1
7,9
9,1
1,3
1,3
7,9
7,9
9,1
9,1
7,9
1,3
7,9
1,3
9,1
7,9
7,9
7,9
1,3
1,3
9,1
7,9
1,3
9,1
1,3
1,3
1,3
1,3
7,9
9,1
1,3
7,9
7,9
1,3
9,1
1,3
1,3
9,1
1,3
